make,model,year,price,miles,city,state,vin,trim,exterior_color,condition,engine,transmission,drive_train,fuel_type,body_type,doors,cylinders,horsepower,highway_mpg,city_mpg,car_age,miles_per_year,avg_price_model,price_vs_market,data_source
Kia,Optima,2017,30785,60679,Guadalajara,MX,SCRAPED2017128242,Base,White,Very Good,3.5L V6,Manual,FWD,Gasoline,Hatchback,4,4,152,35,18,7,8668.42857142857,23576.82608695652,7208.17391304348,scraping
Mercedes-Benz,GLC,2018,49208,133230,Guadalajara,MX,SCRAPED2018553403,EX,Gray,Fair,2.0L Turbo,CVT,RWD,Hybrid,Hatchback,4,8,266,24,22,6,22205.0,46112.3,3095.699999999997,scraping
Volkswagen,Passat,2016,27194,103610,Guadalajara,MX,SCRAPED2016807580,EX,White,Good,2.5L 4-Cylinder,Manual,FWD,Diesel,SUV,4,4,397,24,16,8,12951.25,25221.53846153846,1972.461538461539,scraping
Mercedes-Benz,C-Class,2018,41258,129101,Guadalajara,MX,SCRAPED2018818928,LX,Red,Very Good,2.0L Turbo,Automatic,FWD,Diesel,Sedan,4,8,376,34,16,6,21516.833333333332,42999.333333333336,-1741.3333333333358,scraping
Nissan,Sentra,2017,27528,35086,Guadalajara,MX,SCRAPED2017725787,Limited,White,Very Good,3.5L V6,Automatic,RWD,Hybrid,Sedan,4,6,270,22,18,7,5012.285714285715,21778.217391304348,5749.782608695652,scraping
Hyundai,Elantra,2017,21447,106079,Guadalajara,MX,SCRAPED2017815416,Base,Red,Excellent,3.5L V6,Automatic,FWD,Gasoline,Hatchback,4,4,367,20,25,7,15154.142857142857,24270.041666666668,-2823.041666666668,scraping
Mercedes-Benz,GLE,2017,44637,56535,Guadalajara,MX,SCRAPED2017109579,EX,White,Fair,3.5L V6,Automatic,FWD,Gasoline,Sedan,2,4,338,33,18,7,8076.428571428572,47390.76,-2753.760000000002,scraping
Toyota,Camry,2017,18469,117970,Guadalajara,MX,SCRAPED2017619551,EX,Black,Fair,2.0L Turbo,Manual,FWD,Hybrid,SUV,4,6,197,20,23,7,16852.85714285714,23331.285714285714,-4862.285714285714,scraping
Ford,Mustang,2016,26896,40924,Guadalajara,MX,SCRAPED2016704088,Base,White,Fair,2.0L Turbo,Manual,FWD,Hybrid,Sedan,2,8,170,29,17,8,5115.5,29431.11111111111,-2535.1111111111095,scraping
Chevrolet,Tahoe,2017,33375,72424,Guadalajara,MX,SCRAPED2017340465,LX,White,Very Good,3.0L Diesel,Manual,AWD,Gasoline,Truck,4,8,223,22,19,7,10346.285714285714,25317.0,8058.0,scraping
Honda,Civic,2016,21600,126048,Guadalajara,MX,SCRAPED2016660623,EX,Blue,Excellent,2.5L 4-Cylinder,Manual,RWD,Diesel,Hatchback,2,4,358,32,23,8,15756.0,28659.869565217392,-7059.869565217392,scraping
Audi,A4,2016,41465,80893,Guadalajara,MX,SCRAPED2016906593,LX,White,Fair,2.5L 4-Cylinder,Manual,RWD,Diesel,Sedan,4,4,217,22,19,8,10111.625,43616.8,-2151.800000000003,scraping
Nissan,Pathfinder,2016,20845,45863,Guadalajara,MX,SCRAPED2016230623,Base,Blue,Very Good,2.5L 4-Cylinder,Manual,RWD,Diesel,SUV,4,6,177,21,21,8,5732.875,24422.72,-3577.720000000001,scraping
Nissan,Pathfinder,2017,26001,139000,Guadalajara,MX,SCRAPED2017520494,LX,Blue,Very Good,2.0L Turbo,Manual,AWD,Diesel,Truck,2,4,314,24,25,7,19857.14285714286,24422.72,1578.2799999999988,scraping
Hyundai,Santa Fe,2017,24013,98163,Guadalajara,MX,SCRAPED2017615989,Base,Silver,Excellent,2.5L 4-Cylinder,CVT,AWD,Diesel,Hatchback,2,6,304,32,15,7,14023.285714285714,23741.354838709678,271.645161290322,scraping
Mercedes-Benz,GLE,2017,44676,128128,Guadalajara,MX,SCRAPED2017625182,EX,Black,Good,2.5L 4-Cylinder,CVT,AWD,Diesel,Truck,2,8,260,20,25,7,18304.0,47390.76,-2714.760000000002,scraping
Volkswagen,Passat,2017,26040,125033,Guadalajara,MX,SCRAPED2017634703,EX,Red,Very Good,2.0L Turbo,Automatic,AWD,Diesel,Truck,4,6,239,25,20,7,17861.85714285714,25221.53846153846,818.461538461539,scraping
Ford,Mustang,2018,39274,32606,Guadalajara,MX,SCRAPED2018384110,Premium,Black,Good,3.0L Diesel,Manual,FWD,Hybrid,SUV,4,4,154,33,21,6,5434.333333333333,29431.11111111111,9842.88888888889,scraping
Volkswagen,Tiguan,2017,19996,116470,Guadalajara,MX,SCRAPED2017125708,Base,Silver,Excellent,3.0L Diesel,Automatic,FWD,Gasoline,Truck,2,6,297,30,23,7,16638.571428571428,25830.10714285714,-5834.107142857141,scraping
Ford,Escape,2018,35873,16952,Guadalajara,MX,SCRAPED2018447451,LX,Silver,Very Good,3.5L V6,CVT,FWD,Hybrid,Truck,2,8,397,23,18,6,2825.3333333333335,29792.18181818182,6080.81818181818,scraping
Kia,Sportage,2018,26972,46827,Guadalajara,MX,SCRAPED2018908318,Base,Black,Excellent,3.0L Diesel,CVT,FWD,Hybrid,Sedan,4,8,376,32,20,6,7804.5,25350.57894736842,1621.42105263158,scraping
Honda,CR-V,2016,26340,146127,Guadalajara,MX,SCRAPED2016230824,LX,Gray,Very Good,3.0L Diesel,CVT,AWD,Diesel,Truck,2,4,325,28,17,8,18265.875,24872.04761904762,1467.9523809523816,scraping
Ford,Mustang,2017,30636,108076,Guadalajara,MX,SCRAPED2017490418,LX,Red,Good,3.0L Diesel,Manual,AWD,Gasoline,Sedan,4,6,281,35,17,7,15439.42857142857,29431.11111111111,1204.8888888888905,scraping
Ford,Explorer,2016,24750,92965,Guadalajara,MX,SCRAPED2016388099,EX,White,Fair,3.0L Diesel,Automatic,RWD,Hybrid,SUV,4,4,395,26,20,8,11620.625,28610.666666666668,-3860.666666666668,scraping
Ford,F-150,2016,30957,31930,Guadalajara,MX,SCRAPED2016664728,Premium,White,Fair,2.0L Turbo,CVT,AWD,Hybrid,SUV,4,8,385,34,20,8,3991.25,29563.739130434784,1393.2608695652161,scraping
Honda,Pilot,2016,18628,89671,Guadalajara,MX,SCRAPED2016145526,Premium,Silver,Very Good,3.5L V6,Automatic,FWD,Hybrid,SUV,4,4,168,31,18,8,11208.875,20042.933333333334,-1414.9333333333343,scraping
Ford,Escape,2018,33578,58148,Guadalajara,MX,SCRAPED2018288565,Premium,Black,Good,2.0L Turbo,Manual,RWD,Hybrid,Hatchback,2,6,213,24,22,6,9691.333333333334,29792.18181818182,3785.81818181818,scraping
Chevrolet,Tahoe,2018,37799,77272,Guadalajara,MX,SCRAPED2018717709,Base,Black,Good,3.0L Diesel,CVT,FWD,Hybrid,SUV,4,6,153,29,16,6,12878.666666666666,25317.0,12482.0,scraping
Ford,Mustang,2018,36241,22869,Guadalajara,MX,SCRAPED2018536774,EX,Gray,Excellent,2.0L Turbo,Automatic,AWD,Hybrid,SUV,4,4,293,30,23,6,3811.5,29431.11111111111,6809.8888888888905,scraping
Nissan,Sentra,2017,23192,72056,Guadalajara,MX,SCRAPED2017123280,LX,White,Excellent,3.0L Diesel,CVT,RWD,Hybrid,Sedan,2,4,379,27,20,7,10293.714285714286,21778.217391304348,1413.782608695652,scraping
Nissan,Pathfinder,2017,24933,124515,Guadalajara,MX,SCRAPED2017112387,Premium,Black,Fair,3.5L V6,Manual,FWD,Gasoline,Sedan,2,8,369,27,20,7,17787.85714285714,24422.72,510.27999999999884,scraping
Volkswagen,Tiguan,2017,19841,143714,Guadalajara,MX,SCRAPED2017733049,LX,Gray,Very Good,3.0L Diesel,Manual,RWD,Gasoline,Sedan,2,8,359,35,17,7,20530.571428571428,25830.10714285714,-5989.107142857141,scraping
Nissan,Altima,2016,29561,29890,Guadalajara,MX,SCRAPED2016441484,Premium,Black,Fair,2.0L Turbo,Automatic,RWD,Gasoline,Sedan,4,6,329,33,24,8,3736.25,24909.2,4651.799999999999,scraping
Kia,Forte,2017,22129,132017,Guadalajara,MX,SCRAPED2017211103,EX,White,Good,2.5L 4-Cylinder,Automatic,RWD,Hybrid,Hatchback,2,8,294,35,22,7,18859.571428571428,29418.470588235294,-7289.470588235294,scraping
Chevrolet,Equinox,2017,25307,77929,Guadalajara,MX,SCRAPED2017542232,EX,Red,Good,3.0L Diesel,Manual,RWD,Hybrid,Hatchback,4,6,206,22,15,7,11132.714285714286,28386.823529411766,-3079.823529411766,scraping
BMW,3 Series,2018,50341,90842,Guadalajara,MX,SCRAPED2018443468,LX,Blue,Good,2.0L Turbo,Manual,AWD,Gasoline,Sedan,4,6,155,27,16,6,15140.333333333334,45747.42857142857,4593.5714285714275,scraping
Kia,Sorento,2017,23795,96262,Guadalajara,MX,SCRAPED2017935898,Limited,White,Fair,3.5L V6,CVT,AWD,Diesel,Hatchback,4,6,165,34,19,7,13751.714285714286,23563.17391304348,231.82608695652016,scraping
Ford,F-150,2018,30002,102734,Guadalajara,MX,SCRAPED2018461987,Limited,Gray,Fair,3.5L V6,Manual,AWD,Diesel,Sedan,4,8,194,28,15,6,17122.333333333332,29563.739130434784,438.2608695652161,scraping
Audi,A6,2017,36865,107038,Guadalajara,MX,SCRAPED2017941284,LX,Black,Fair,3.0L Diesel,Automatic,RWD,Diesel,SUV,4,6,286,23,18,7,15291.142857142857,42394.47826086957,-5529.478260869568,scraping
Audi,Q5,2018,51376,49228,Guadalajara,MX,SCRAPED2018851463,LX,White,Excellent,3.5L V6,Manual,RWD,Gasoline,Sedan,4,8,312,23,23,6,8204.666666666666,45476.92307692308,5899.076923076922,scraping
Volkswagen,Jetta,2018,28940,55032,Guadalajara,MX,SCRAPED2018516743,LX,Gray,Excellent,3.5L V6,Manual,RWD,Hybrid,Hatchback,2,4,391,34,15,6,9172.0,24905.565217391304,4034.434782608696,scraping
Chevrolet,Malibu,2018,31211,96482,Guadalajara,MX,SCRAPED2018921255,Base,White,Fair,3.0L Diesel,Automatic,RWD,Gasoline,Truck,2,6,318,29,25,6,16080.333333333334,31844.458333333332,-633.4583333333321,scraping
BMW,X3,2016,49241,14060,Guadalajara,MX,SCRAPED2016428499,Base,Black,Very Good,2.5L 4-Cylinder,CVT,FWD,Gasoline,Truck,2,8,307,33,15,8,1757.5,47162.681818181816,2078.318181818184,scraping
Chevrolet,Malibu,2018,36310,43936,Guadalajara,MX,SCRAPED2018270542,LX,White,Very Good,2.5L 4-Cylinder,Manual,FWD,Diesel,Truck,4,8,320,29,20,6,7322.666666666667,31844.458333333332,4465.541666666668,scraping
Honda,CR-V,2016,17385,144018,Guadalajara,MX,SCRAPED2016543465,EX,Gray,Very Good,2.5L 4-Cylinder,CVT,RWD,Hybrid,Hatchback,4,4,258,35,15,8,18002.25,24872.04761904762,-7487.047619047618,scraping
Ford,F-150,2016,39084,23830,Guadalajara,MX,SCRAPED2016400344,Premium,Silver,Excellent,3.0L Diesel,CVT,FWD,Hybrid,Sedan,4,8,353,21,24,8,2978.75,29563.739130434784,9520.260869565216,scraping
Nissan,Pathfinder,2018,28494,76559,Guadalajara,MX,SCRAPED2018446135,Base,Red,Very Good,3.0L Diesel,Automatic,FWD,Diesel,Hatchback,2,6,271,20,22,6,12759.833333333334,24422.72,4071.279999999999,scraping
Chevrolet,Equinox,2016,26448,77174,Guadalajara,MX,SCRAPED2016603145,EX,White,Good,2.5L 4-Cylinder,CVT,RWD,Diesel,Hatchback,2,6,363,32,25,8,9646.75,28386.823529411766,-1938.8235294117658,scraping
Audi,A6,2018,43646,140888,Guadalajara,MX,SCRAPED2018543646,EX,Red,Good,3.0L Diesel,Automatic,AWD,Gasoline,Sedan,4,4,261,27,23,6,23481.333333333332,42394.47826086957,1251.5217391304323,scraping
Mercedes-Benz,E-Class,2016,46753,65338,Guadalajara,MX,SCRAPED2016457125,Base,Black,Very Good,3.0L Diesel,Manual,AWD,Diesel,Hatchback,4,6,213,33,24,8,8167.25,46445.807692307695,307.1923076923049,scraping
Ford,Escape,2018,30367,140399,Guadalajara,MX,SCRAPED2018568953,Limited,Gray,Excellent,2.0L Turbo,CVT,FWD,Hybrid,SUV,4,8,276,27,16,6,23399.833333333332,29792.18181818182,574.8181818181802,scraping
Audi,A6,2017,40353,94513,Guadalajara,MX,SCRAPED2017943383,Base,Blue,Excellent,2.5L 4-Cylinder,Manual,FWD,Hybrid,Sedan,2,6,294,33,18,7,13501.857142857143,42394.47826086957,-2041.4782608695677,scraping
Hyundai,Santa Fe,2017,22625,149686,Guadalajara,MX,SCRAPED2017175874,Base,Blue,Fair,3.5L V6,Automatic,AWD,Gasoline,SUV,2,4,281,34,21,7,21383.714285714286,23741.354838709678,-1116.354838709678,scraping
Hyundai,Tucson,2017,30409,32593,Guadalajara,MX,SCRAPED2017124185,LX,White,Excellent,3.5L V6,Manual,RWD,Hybrid,Hatchback,2,4,375,28,21,7,4656.142857142857,23820.75,6588.25,scraping
Nissan,Pathfinder,2018,23650,113352,Guadalajara,MX,SCRAPED2018541938,Base,Blue,Fair,3.0L Diesel,CVT,RWD,Gasoline,Sedan,2,6,220,28,22,6,18892.0,24422.72,-772.7200000000012,scraping
Toyota,RAV4,2016,18677,128829,Guadalajara,MX,SCRAPED2016835382,LX,White,Very Good,3.5L V6,CVT,FWD,Diesel,Truck,4,4,259,22,20,8,16103.625,25440.3,-6763.299999999999,scraping
Toyota,Camry,2018,25220,137715,Guadalajara,MX,SCRAPED2018183692,LX,Gray,Excellent,2.0L Turbo,CVT,FWD,Diesel,Truck,4,6,395,34,19,6,22952.5,23331.285714285714,1888.7142857142862,scraping
Nissan,Altima,2018,31526,82698,Guadalajara,MX,SCRAPED2018565899,EX,Red,Good,2.0L Turbo,Manual,RWD,Diesel,SUV,4,8,243,34,24,6,13783.0,24909.2,6616.799999999999,scraping
Volkswagen,Atlas,2018,27525,11841,Guadalajara,MX,SCRAPED2018916376,Base,Black,Excellent,2.0L Turbo,Manual,FWD,Gasoline,SUV,2,8,229,29,25,6,1973.5,21952.809523809523,5572.190476190477,scraping
Nissan,Altima,2016,26393,29774,Guadalajara,MX,SCRAPED2016608009,Premium,Silver,Very Good,2.0L Turbo,CVT,AWD,Hybrid,SUV,2,6,305,27,21,8,3721.75,24909.2,1483.7999999999993,scraping
BMW,X5,2016,39786,43970,Guadalajara,MX,SCRAPED2016220951,Base,Blue,Good,3.5L V6,Automatic,AWD,Diesel,SUV,4,4,187,31,16,8,5496.25,45377.85,-5591.8499999999985,scraping
Audi,A6,2017,47968,25530,Guadalajara,MX,SCRAPED2017831343,Limited,Silver,Fair,2.5L 4-Cylinder,Manual,AWD,Hybrid,Hatchback,4,4,164,20,15,7,3647.1428571428573,42394.47826086957,5573.521739130432,scraping
Audi,A4,2016,43601,85949,Guadalajara,MX,SCRAPED2016644714,Premium,Blue,Fair,2.0L Turbo,Automatic,RWD,Gasoline,Sedan,4,8,165,21,23,8,10743.625,43616.8,-15.80000000000291,scraping
Toyota,RAV4,2017,23494,97543,Guadalajara,MX,SCRAPED2017443733,Limited,White,Fair,2.5L 4-Cylinder,Manual,FWD,Diesel,SUV,2,4,398,26,20,7,13934.714285714286,25440.3,-1946.2999999999993,scraping
Kia,Sportage,2017,30573,33549,Guadalajara,MX,SCRAPED2017118037,LX,Red,Excellent,3.5L V6,Automatic,AWD,Diesel,Truck,2,6,295,28,22,7,4792.714285714285,25350.57894736842,5222.42105263158,scraping
Volkswagen,Atlas,2016,21190,107256,Guadalajara,MX,SCRAPED2016869194,Limited,Black,Good,2.5L 4-Cylinder,Manual,RWD,Hybrid,Truck,4,8,221,33,21,8,13407.0,21952.809523809523,-762.809523809523,scraping
Volkswagen,Jetta,2018,28041,28546,Guadalajara,MX,SCRAPED2018416414,LX,Silver,Fair,3.0L Diesel,Automatic,FWD,Diesel,Hatchback,4,8,333,33,21,6,4757.666666666667,24905.565217391304,3135.434782608696,scraping
Toyota,Corolla,2016,22599,93775,Guadalajara,MX,SCRAPED2016596824,Limited,Gray,Fair,2.0L Turbo,Manual,AWD,Diesel,SUV,2,6,220,35,21,8,11721.875,22425.5,173.5,scraping
Kia,Optima,2018,26731,76402,Guadalajara,MX,SCRAPED2018183972,Base,White,Good,2.5L 4-Cylinder,Automatic,FWD,Diesel,Sedan,2,6,341,20,21,6,12733.666666666666,23576.82608695652,3154.17391304348,scraping
BMW,X5,2018,53560,15452,Guadalajara,MX,SCRAPED2018516807,Limited,Red,Fair,2.0L Turbo,Automatic,AWD,Gasoline,Truck,4,4,398,23,20,6,2575.3333333333335,45377.85,8182.1500000000015,scraping
Nissan,Rogue,2016,21536,134047,Guadalajara,MX,SCRAPED2016459635,Premium,Black,Fair,3.0L Diesel,Manual,AWD,Gasoline,Sedan,4,4,284,27,17,8,16755.875,24736.576923076922,-3200.576923076922,scraping
Toyota,Highlander,2017,21482,117690,Guadalajara,MX,SCRAPED2017492095,LX,Red,Good,3.5L V6,CVT,AWD,Diesel,Hatchback,2,6,215,32,20,7,16812.85714285714,23365.428571428572,-1883.4285714285725,scraping
Honda,Civic,2021,36296,46397,Guadalajara,MX,SCRAPED2021892610,Premium,Red,Excellent,2.0L Turbo,CVT,RWD,Diesel,Sedan,4,6,342,22,25,3,15465.666666666666,28659.869565217392,7636.130434782608,scraping
Volkswagen,Jetta,2023,37064,133445,Guadalajara,MX,SCRAPED2023108033,Limited,Blue,Fair,3.5L V6,CVT,AWD,Diesel,Truck,2,8,160,26,24,1,133445.0,24905.565217391304,12158.434782608696,scraping
Hyundai,Elantra,2023,33827,133324,Guadalajara,MX,SCRAPED2023207627,Base,Red,Excellent,3.0L Diesel,CVT,FWD,Hybrid,Sedan,2,8,265,24,21,1,133324.0,24270.041666666668,9556.958333333332,scraping
Kia,Forte,2021,31788,30667,Guadalajara,MX,SCRAPED2021206750,LX,Red,Very Good,2.0L Turbo,Automatic,RWD,Diesel,Hatchback,4,4,324,34,24,3,10222.333333333334,29418.470588235294,2369.5294117647063,scraping
BMW,X3,2020,49801,80937,Guadalajara,MX,SCRAPED2020427678,EX,Black,Very Good,2.5L 4-Cylinder,CVT,FWD,Gasoline,Sedan,4,6,364,27,19,4,20234.25,47162.681818181816,2638.318181818184,scraping
Nissan,Rogue,2023,39193,75643,Guadalajara,MX,SCRAPED2023953424,LX,Black,Fair,3.0L Diesel,Manual,FWD,Diesel,Hatchback,2,6,330,21,22,1,75643.0,24736.576923076922,14456.423076923078,scraping
Honda,Accord,2021,38591,52689,Guadalajara,MX,SCRAPED2021215230,Base,Black,Fair,3.0L Diesel,Automatic,AWD,Gasoline,SUV,4,6,189,32,20,3,17563.0,24268.2,14322.8,scraping
Toyota,Corolla,2022,35232,78612,Guadalajara,MX,SCRAPED2022211512,LX,Red,Fair,3.5L V6,Automatic,RWD,Gasoline,Sedan,4,8,169,20,23,2,39306.0,22425.5,12806.5,scraping
Mercedes-Benz,E-Class,2020,44517,142184,Guadalajara,MX,SCRAPED2020849839,LX,Gray,Fair,3.0L Diesel,Manual,AWD,Diesel,Truck,4,8,301,32,18,4,35546.0,46445.807692307695,-1928.807692307695,scraping
Kia,Forte,2021,36090,54202,Guadalajara,MX,SCRAPED2021488823,Premium,Red,Very Good,3.0L Diesel,Manual,AWD,Gasoline,Truck,2,6,200,31,16,3,18067.333333333332,29418.470588235294,6671.529411764706,scraping
Mercedes-Benz,E-Class,2020,55581,33760,Guadalajara,MX,SCRAPED2020819127,Limited,White,Very Good,3.0L Diesel,Manual,AWD,Gasoline,Truck,2,4,359,35,19,4,8440.0,46445.807692307695,9135.192307692305,scraping
Chevrolet,Equinox,2022,38043,92288,Guadalajara,MX,SCRAPED2022845144,EX,White,Very Good,2.0L Turbo,Automatic,FWD,Hybrid,Truck,4,6,216,23,25,2,46144.0,28386.823529411766,9656.176470588234,scraping
BMW,X5,2022,55456,53843,Guadalajara,MX,SCRAPED2022665400,EX,Silver,Fair,2.0L Turbo,CVT,RWD,Gasoline,Truck,4,6,371,25,20,2,26921.5,45377.85,10078.150000000001,scraping
Hyundai,Santa Fe,2019,29504,58499,Guadalajara,MX,SCRAPED2019668506,Base,Blue,Fair,2.5L 4-Cylinder,CVT,FWD,Hybrid,SUV,2,6,304,28,15,5,11699.8,23741.354838709678,5762.645161290322,scraping
Hyundai,Santa Fe,2022,25569,117719,Guadalajara,MX,SCRAPED2022652878,LX,Silver,Fair,2.0L Turbo,CVT,AWD,Hybrid,Truck,4,6,347,30,21,2,58859.5,23741.354838709678,1827.645161290322,scraping
Chevrolet,Silverado,2022,44151,12325,Guadalajara,MX,SCRAPED2022508407,EX,Blue,Fair,2.5L 4-Cylinder,Automatic,AWD,Hybrid,Hatchback,4,4,380,20,22,2,6162.5,32194.0,11957.0,scraping
Kia,Forte,2021,35927,112896,Guadalajara,MX,SCRAPED2021962222,Premium,Gray,Very Good,2.0L Turbo,CVT,RWD,Diesel,SUV,4,8,378,35,19,3,37632.0,29418.470588235294,6508.529411764706,scraping
Mercedes-Benz,C-Class,2022,55196,91385,Guadalajara,MX,SCRAPED2022437187,EX,White,Good,3.5L V6,Automatic,AWD,Hybrid,SUV,2,4,334,33,19,2,45692.5,42999.333333333336,12196.666666666664,scraping
Honda,Civic,2019,29511,78198,Guadalajara,MX,SCRAPED2019202773,EX,Blue,Good,2.5L 4-Cylinder,Automatic,RWD,Hybrid,Sedan,2,6,275,25,19,5,15639.6,28659.869565217392,851.1304347826081,scraping
Mercedes-Benz,GLE,2020,52574,140548,Guadalajara,MX,SCRAPED2020930342,Premium,Red,Good,3.0L Diesel,CVT,RWD,Hybrid,SUV,2,8,348,32,18,4,35137.0,47390.76,5183.239999999998,scraping
Audi,A4,2023,59136,82749,Guadalajara,MX,SCRAPED2023383720,EX,Blue,Excellent,3.0L Diesel,Automatic,AWD,Gasoline,Hatchback,4,8,171,20,17,1,82749.0,43616.8,15519.199999999997,scraping
Audi,Q5,2021,51636,80585,Guadalajara,MX,SCRAPED2021946819,EX,Blue,Very Good,2.5L 4-Cylinder,CVT,AWD,Diesel,Hatchback,4,4,301,24,21,3,26861.666666666668,45476.92307692308,6159.076923076922,scraping
Nissan,Pathfinder,2020,26821,118068,Guadalajara,MX,SCRAPED2020553791,LX,Black,Good,3.5L V6,Automatic,AWD,Hybrid,Sedan,2,6,258,32,17,4,29517.0,24422.72,2398.279999999999,scraping
Nissan,Sentra,2019,31210,47447,Guadalajara,MX,SCRAPED2019401880,Base,White,Fair,3.5L V6,CVT,AWD,Diesel,Sedan,2,8,230,33,16,5,9489.4,21778.217391304348,9431.782608695652,scraping
Hyundai,Sonata,2019,35906,77986,Guadalajara,MX,SCRAPED2019463786,Base,Blue,Good,2.5L 4-Cylinder,CVT,AWD,Hybrid,Hatchback,2,6,216,27,17,5,15597.2,27014.347826086956,8891.652173913044,scraping
Volkswagen,Jetta,2020,25144,99776,Guadalajara,MX,SCRAPED2020607962,Base,White,Excellent,2.5L 4-Cylinder,Automatic,RWD,Hybrid,Hatchback,4,4,227,34,24,4,24944.0,24905.565217391304,238.43478260869597,scraping
Hyundai,Elantra,2023,39683,38909,Guadalajara,MX,SCRAPED2023504183,EX,White,Good,3.0L Diesel,Manual,FWD,Gasoline,Sedan,2,8,329,35,25,1,38909.0,24270.041666666668,15412.958333333332,scraping
Kia,Forte,2023,36128,36351,Guadalajara,MX,SCRAPED2023378868,EX,Silver,Good,2.0L Turbo,Manual,AWD,Gasoline,Hatchback,4,4,344,24,21,1,36351.0,29418.470588235294,6709.529411764706,scraping
Hyundai,Elantra,2023,42309,43841,Guadalajara,MX,SCRAPED2023512549,LX,Gray,Very Good,2.0L Turbo,Manual,FWD,Diesel,Sedan,4,8,260,29,17,1,43841.0,24270.041666666668,18038.958333333332,scraping
Audi,Q5,2021,53617,72382,Guadalajara,MX,SCRAPED2021773274,EX,Blue,Fair,3.0L Diesel,Manual,RWD,Hybrid,SUV,2,8,231,22,25,3,24127.333333333332,45476.92307692308,8140.076923076922,scraping
Nissan,Rogue,2023,36839,52033,Guadalajara,MX,SCRAPED2023242935,Base,White,Very Good,2.0L Turbo,Automatic,RWD,Hybrid,Hatchback,4,8,332,31,18,1,52033.0,24736.576923076922,12102.423076923078,scraping
Honda,Civic,2022,28629,135277,Guadalajara,MX,SCRAPED2022793426,Premium,Silver,Very Good,3.5L V6,CVT,FWD,Gasoline,Truck,4,8,185,35,18,2,67638.5,28659.869565217392,-30.869565217391937,scraping
Volkswagen,Passat,2023,42143,40312,Guadalajara,MX,SCRAPED2023380568,EX,Silver,Very Good,2.5L 4-Cylinder,CVT,AWD,Diesel,Hatchback,2,6,201,27,17,1,40312.0,25221.53846153846,16921.46153846154,scraping
Mercedes-Benz,GLC,2020,54630,26625,Guadalajara,MX,SCRAPED2020644455,Premium,White,Very Good,3.5L V6,Automatic,FWD,Gasoline,Sedan,2,6,260,22,17,4,6656.25,46112.3,8517.699999999997,scraping
Nissan,Altima,2022,39321,20508,Guadalajara,MX,SCRAPED2022116086,Premium,Silver,Fair,3.5L V6,Manual,FWD,Diesel,Hatchback,2,4,150,32,17,2,10254.0,24909.2,14411.8,scraping
Toyota,Camry,2022,32004,141409,Guadalajara,MX,SCRAPED2022107395,Premium,Black,Very Good,3.0L Diesel,Manual,AWD,Gasoline,Truck,4,8,383,29,20,2,70704.5,23331.285714285714,8672.714285714286,scraping
Audi,Q5,2023,56660,24252,Guadalajara,MX,SCRAPED2023667377,EX,Silver,Excellent,3.5L V6,CVT,RWD,Diesel,SUV,2,6,214,20,18,1,24252.0,45476.92307692308,11183.076923076922,scraping
Toyota,RAV4,2021,26872,47954,Guadalajara,MX,SCRAPED2021281514,Premium,Silver,Good,2.0L Turbo,Manual,AWD,Diesel,Hatchback,2,4,256,34,17,3,15984.666666666666,25440.3,1431.7000000000007,scraping
BMW,5 Series,2022,58153,56830,Guadalajara,MX,SCRAPED2022709477,EX,Red,Good,3.0L Diesel,Manual,AWD,Hybrid,Truck,2,8,173,29,18,2,28415.0,48771.92857142857,9381.071428571428,scraping
Audi,Q5,2023,55333,94293,Guadalajara,MX,SCRAPED2023892171,LX,Red,Good,2.0L Turbo,CVT,RWD,Gasoline,Hatchback,4,4,376,23,18,1,94293.0,45476.92307692308,9856.076923076922,scraping
Kia,Sorento,2023,35893,36334,Guadalajara,MX,SCRAPED2023829133,LX,Silver,Fair,3.0L Diesel,CVT,RWD,Hybrid,Hatchback,2,8,156,22,15,1,36334.0,23563.17391304348,12329.82608695652,scraping
Kia,Optima,2022,28188,108552,Guadalajara,MX,SCRAPED2022127831,Premium,White,Good,2.0L Turbo,CVT,RWD,Diesel,Truck,2,6,352,23,15,2,54276.0,23576.82608695652,4611.17391304348,scraping
Chevrolet,Silverado,2023,44754,148893,Guadalajara,MX,SCRAPED2023996011,LX,Red,Excellent,3.5L V6,CVT,FWD,Hybrid,Hatchback,2,8,162,35,16,1,148893.0,32194.0,12560.0,scraping
Volkswagen,Tiguan,2022,41412,29256,Guadalajara,MX,SCRAPED2022376021,Premium,Red,Fair,2.5L 4-Cylinder,Automatic,AWD,Hybrid,Hatchback,4,6,325,33,15,2,14628.0,25830.10714285714,15581.892857142859,scraping
Volkswagen,Tiguan,2022,28654,128113,Guadalajara,MX,SCRAPED2022920979,LX,Black,Good,2.5L 4-Cylinder,CVT,FWD,Gasoline,Hatchback,2,8,384,28,18,2,64056.5,25830.10714285714,2823.8928571428587,scraping
Toyota,Corolla,2021,30589,112853,Guadalajara,MX,SCRAPED2021465353,Premium,Silver,Good,2.5L 4-Cylinder,CVT,FWD,Gasoline,Hatchback,4,6,387,26,19,3,37617.666666666664,22425.5,8163.5,scraping
Hyundai,Tucson,2022,33311,120343,Guadalajara,MX,SCRAPED2022632245,Premium,Black,Fair,2.0L Turbo,Automatic,FWD,Diesel,SUV,2,6,309,27,20,2,60171.5,23820.75,9490.25,scraping
